Defect ID,Severity,Priority,Description,Comments,Status,Reported Date,Closed Date,Root Cause,Reopen Count,Module Name,Assigned To,Created By
D0407,High,P3,Timeout during KYC check API call.,Libero quaerat numquam rerum hic itaque.,Open,2024-08-11,2024-09-12,Race Condition,0,Bill Payments,Zain Tak,Gokul Manne
D0408,Medium,P2,Transaction fails intermittently due to race condition in concurrent hashmap.,Ut dolor ex assumenda consectetur earum.,Closed,2023-12-06,2023-12-08,Incorrect Business Logic,3,Loan Processing,Dishani Rajagopalan,Kashvi Verma
D0409,Low,P3,Memory leak in session handling of UPI requests.,Nemo qui porro tempora in.,Closed,2024-08-17,2024-08-18,Incorrect Business Logic,1,Bill Payments,Elakshi Luthra,Elakshi Kaur
D0410,Medium,P1,Transaction fails intermittently due to race condition in concurrent hashmap.,Vitae cumque facilis.,Closed,2023-10-25,2023-10-26,Incorrect Business Logic,3,Authentication Gateway,Lagan Rattan,Shayak Hegde
D0411,Medium,P4,Amount field not formatted correctly in transaction history export.,Vel nobis a saepe.,Closed,2024-06-01,2024-06-03,Race Condition,1,Loan Processing,Divit Upadhyay,Ivan Gandhi
D0412,High,P3,Timeout during KYC check API call.,Maxime maiores magnam dolore nam laboriosam.,Closed,2023-09-21,2023-09-23,Race Condition,2,Bill Payments,Farhan Ganguly,Anya Dixit
D0413,Critical,P1,API throws 400 for valid request payload due to schema mismatch.,Voluptatum nesciunt sequi.,Closed,2025-02-07,2025-02-08,Bad Request Handling,2,Transaction History,Tarini Mann,Tiya Grover
D0414,Low,P2,Memory leak in session handling of UPI requests.,Illum officiis exercitationem ex.,Closed,2025-03-29,2025-03-30,Race Condition,2,Authentication Gateway,Lagan Rattan,Manjari Kala
D0415,Critical,P4,API throws 400 for valid request payload due to schema mismatch.,Necessitatibus recusandae similique nobis.,Closed,2024-03-23,2024-03-25,Bad Request Handling,3,Account Ledger,Nirvaan Lad,Kartik Barman
D0416,Low,P4,Concurrency issue during interest computation.,Tempore ex hic corporis odit porro.,Closed,2025-05-22,2025-05-24,Bad Request Handling,3,Account Ledger,Zain Tak,Vidur Sura
D0417,High,P1,Concurrency issue during interest computation.,Recusandae atque corporis laborum amet.,Open,2024-11-17,2025-01-08,Bad Request Handling,2,UPI Service,Emir Ramesh,Heer Bhat
D0418,High,P1,Amount field not formatted correctly in transaction history export.,Ut maiores similique iure fuga soluta.,Open,2023-06-16,2023-08-14,Race Condition,1,UPI Service,Aaryahi Som,Nayantara Bassi
D0419,Critical,P2,Concurrency issue during interest computation.,Aperiam placeat architecto optio voluptatum rerum.,Closed,2024-03-13,2024-03-14,Race Condition,3,UPI Service,Kimaya Sunder,Tiya Bir
D0420,Low,P1,Timeout during KYC check API call.,Dolorum consectetur quasi voluptas.,Closed,2024-04-22,2024-04-23,API Timeout,3,Authentication Gateway,Gokul Kala,Tiya Grover
D0421,High,P2,Amount field not formatted correctly in transaction history export.,Ea ipsa nemo alias illum ea enim ipsam.,Closed,2024-03-05,2024-03-07,Incorrect Business Logic,3,Loan Processing,Elakshi Shukla,Farhan Mahajan
D0422,Low,P1,Memory leak in session handling of UPI requests.,Ipsum debitis quaerat tempora iste aut est.,Closed,2024-02-02,2024-02-04,Incorrect Business Logic,1,Authentication Gateway,Hrishita Dar,Tiya Grover
D0423,Critical,P1,Amount field not formatted correctly in transaction history export.,Incidunt ratione itaque suscipit reiciendis.,Closed,2025-04-27,2025-04-29,Null Pointer,2,Transaction History,Krish Solanki,Vidur Sura
D0424,High,P2,Incorrect balance calculation after mini-statement fetch.,Nobis consectetur et cupiditate atque corrupti dicta.,Closed,2024-03-31,2024-04-01,Bad Request Handling,2,UPI Service,Divit Upadhyay,Samarth Sanghvi
D0425,Medium,P2,Date parsing issue causes crash in EMI module.,Quidem quaerat officiis velit cupiditate.,Closed,2024-06-20,2024-06-21,Incorrect Business Logic,2,Account Ledger,Kaira Sharma,Lakshit Walla
D0426,High,P1,Incorrect balance calculation after mini-statement fetch.,Modi modi harum itaque.,Closed,2024-09-02,2024-09-04,Memory Leak,0,Loan Processing,Divyansh Dubey,Kartik Barman
D0427,Critical,P3,Memory leak in session handling of UPI requests.,Consequatur velit repellat ratione ab cupiditate.,Closed,2023-08-09,2023-08-11,Bad Request Handling,0,Loan Processing,Farhan Ganguly,Farhan Mahajan
D0428,High,P3,Amount field not formatted correctly in transaction history export.,In vitae eum nisi inventore quam porro.,Closed,2023-07-01,2023-07-03,Race Condition,3,Authentication Gateway,Lagan Rattan,Nayantara Bassi
D0429,High,P2,Memory leak in session handling of UPI requests.,Iusto accusantium qui velit id magni error.,Closed,2024-04-30,2024-05-01,Memory Leak,1,Transaction History,Zain Tak,Elakshi Kaur
D0430,High,P1,API throws 400 for valid request payload due to schema mismatch.,Eius voluptas earum repudiandae placeat.,Closed,2024-12-28,2024-12-29,Null Pointer,2,Transaction History,Elakshi Luthra,Tushar Khare
D0431,High,P3,NullPointerException when calling balance check endpoint.,Fuga quidem exercitationem.,Closed,2025-03-19,2025-03-21,Bad Request Handling,3,UPI Service,Kimaya Sunder,Kashvi Verma
D0432,Medium,P3,Array index out of bounds in bill payment validation flow.,Eius adipisci doloremque voluptatum.,In Progress,2025-05-28,2025-07-10,Bad Request Handling,2,Authentication Gateway,Mannat Sharma,Manjari Kala
D0433,High,P2,Transaction fails intermittently due to race condition in concurrent hashmap.,Minima odio aut accusamus optio nesciunt ut cupiditate.,Closed,2024-06-21,2024-06-23,Incorrect Business Logic,1,UPI Service,Hridaan Guha,Lavanya Hans
D0434,Low,P2,Amount field not formatted correctly in transaction history export.,Ipsum accusantium reiciendis amet.,Open,2024-09-29,2024-11-13,Memory Leak,2,Loan Processing,Hridaan Guha,Samarth Sanghvi
D0435,Critical,P2,Transaction fails intermittently due to race condition in concurrent hashmap.,Necessitatibus nisi ea unde.,Open,2025-02-16,2025-04-12,Memory Leak,0,UPI Service,Gokul Kala,Nirvaan Bhalla
D0436,Critical,P1,Memory leak in session handling of UPI requests.,Voluptatum ipsa libero molestias quam nisi.,Closed,2024-01-01,2024-01-02,Null Pointer,3,Transaction History,Zain Tak,Heer Dass
D0437,High,P3,Memory leak in session handling of UPI requests.,Nihil nesciunt enim vitae quisquam reiciendis.,In Progress,2025-06-03,2025-07-06,Incorrect Business Logic,0,Transaction History,Urvi Dasgupta,Elakshi Kaur
D0438,Critical,P3,Transaction fails intermittently due to race condition in concurrent hashmap.,Aspernatur recusandae illum ut aliquid eaque accusantium.,Closed,2024-08-19,2024-08-21,API Timeout,3,Bill Payments,Aaina Goel,Samarth Sanghvi
D0439,Low,P2,Amount field not formatted correctly in transaction history export.,Culpa qui nisi.,Closed,2024-03-02,2024-03-04,Incorrect Business Logic,0,Loan Processing,Lagan Rattan,Tiya Bir
D0440,High,P3,API throws 400 for valid request payload due to schema mismatch.,Fugit exercitationem similique magni.,Closed,2024-08-08,2024-08-10,Memory Leak,1,Loan Processing,Kaira Sharma,Manjari Tailor
D0441,Medium,P2,Amount field not formatted correctly in transaction history export.,Commodi dicta explicabo nemo fugit in cumque.,Closed,2025-04-06,2025-04-07,Race Condition,1,UPI Service,Indrans Chadha,Ivan Gandhi
D0442,Low,P3,Amount field not formatted correctly in transaction history export.,Necessitatibus hic eaque neque suscipit quos.,Closed,2023-06-16,2023-06-17,Memory Leak,2,Loan Processing,Mannat Sharma,Nayantara Bassi
D0443,High,P2,API throws 400 for valid request payload due to schema mismatch.,Suscipit ratione nulla facere error quos cupiditate.,Closed,2024-05-22,2024-05-23,API Timeout,1,Loan Processing,Divit Upadhyay,Ritvik Raju
D0444,Low,P3,Date parsing issue causes crash in EMI module.,Tempora enim dolores atque eaque.,Closed,2025-05-07,2025-05-09,Bad Request Handling,0,Bill Payments,Divit Upadhyay,Heer Dass
D0445,Medium,P4,API throws 400 for valid request payload due to schema mismatch.,Doloribus laborum at non.,Closed,2023-08-12,2023-08-14,Incorrect Business Logic,1,Transaction History,Emir Ramesh,Ritvik Raju
D0446,Low,P3,Array index out of bounds in bill payment validation flow.,Dignissimos itaque amet placeat.,Closed,2025-04-12,2025-04-13,Null Pointer,2,Account Ledger,Gokul Kala,Vidur Sura
D0447,Medium,P1,Timeout during KYC check API call.,Dolorem aspernatur cupiditate quibusdam saepe asperiores quis.,Closed,2025-04-05,2025-04-07,API Timeout,2,UPI Service,Tarini Mann,Ivan Gandhi
D0448,High,P2,Memory leak in session handling of UPI requests.,Dicta minima expedita explicabo culpa voluptas.,Open,2024-03-19,,Incorrect Business Logic,1,Transaction History,Hrishita Dar,Bhamini Kakar
D0449,Medium,P4,Memory leak in session handling of UPI requests.,Suscipit numquam earum facere illum voluptatum.,Closed,2023-11-03,2023-11-05,Null Pointer,3,Bill Payments,Nirvaan Lad,Tushar Khare
D0450,Medium,P3,Concurrency issue during interest computation.,Vel illum nulla harum libero nemo qui.,Closed,2024-08-06,2024-08-07,Race Condition,0,Bill Payments,Indrans Chadha,Tiya Grover
D0451,Low,P1,Timeout during KYC check API call.,Ipsum eaque dolorem neque tempora fugit.,Closed,2024-07-30,2024-08-01,Bad Request Handling,0,Loan Processing,Divyansh Dubey,Ritvik Raju
D0452,High,P3,Memory leak in session handling of UPI requests.,Necessitatibus excepturi deserunt accusamus iusto.,Closed,2023-09-10,2023-09-11,API Timeout,1,UPI Service,Hridaan Guha,Manjari Tailor
D0453,Low,P4,API throws 400 for valid request payload due to schema mismatch.,Alias animi aliquam adipisci ipsa sequi.,Closed,2023-07-28,2023-07-29,Memory Leak,1,Loan Processing,Divit Upadhyay,Tiya Bir
D0454,Low,P1,Array index out of bounds in bill payment validation flow.,Eveniet corporis deleniti ratione facere.,Closed,2023-09-12,2023-09-13,Bad Request Handling,1,Loan Processing,Emir Ramesh,Elakshi Kaur
D0455,Medium,P2,API throws 400 for valid request payload due to schema mismatch.,Qui quas fugiat distinctio dicta inventore.,Closed,2024-09-11,2024-09-13,Incorrect Business Logic,3,Account Ledger,Kimaya Sunder,Anya Dixit
D0456,Critical,P3,Incorrect balance calculation after mini-statement fetch.,Voluptates praesentium ea inventore nemo similique dolores.,Closed,2024-11-05,2024-11-07,Incorrect Business Logic,1,UPI Service,Aniruddh Bhatnagar,Alisha Batra
D0457,Low,P1,Amount field not formatted correctly in transaction history export.,Nulla dolor excepturi laudantium impedit.,Closed,2024-03-15,2024-03-16,Incorrect Business Logic,0,Loan Processing,Divit Upadhyay,Dharmajan Yogi
D0458,Medium,P2,Incorrect balance calculation after mini-statement fetch.,Assumenda optio tempore sunt deserunt ad dolores.,Closed,2024-04-28,2024-04-29,Memory Leak,0,Bill Payments,Kaira Sharma,Shayak Hegde
D0459,High,P3,Amount field not formatted correctly in transaction history export.,Laudantium ipsam voluptatibus nostrum.,Closed,2023-08-09,2023-08-11,Memory Leak,1,UPI Service,Gokul Kala,Anya Dixit
D0460,High,P2,Array index out of bounds in bill payment validation flow.,Reprehenderit vero autem recusandae.,Closed,2024-05-29,2024-05-31,Bad Request Handling,1,Transaction History,Emir Ramesh,Heer Dass
D0461,High,P2,Concurrency issue during interest computation.,Doloremque nisi voluptatum quis iste.,Closed,2024-07-31,2024-08-02,Bad Request Handling,0,Account Ledger,Lagan Rattan,Heer Dass
D0462,Medium,P1,Amount field not formatted correctly in transaction history export.,Ad excepturi quos aliquam optio minima sapiente cumque.,Closed,2025-02-08,2025-02-10,Memory Leak,3,Authentication Gateway,Urvi Dasgupta,Vidur Sura
D0463,Critical,P4,Date parsing issue causes crash in EMI module.,Ab amet modi harum neque voluptate.,Closed,2023-11-27,2023-11-29,Race Condition,3,UPI Service,Nirvaan Lad,Nayantara Bassi
D0464,Medium,P2,Timeout during KYC check API call.,Debitis ipsam enim tenetur ipsum aspernatur id.,Closed,2023-09-20,2023-09-21,Null Pointer,2,Transaction History,Ivan Kakar,Tiya Grover
D0465,Medium,P4,Memory leak in session handling of UPI requests.,Explicabo sed velit excepturi.,Closed,2023-12-05,2023-12-07,Bad Request Handling,3,UPI Service,Kimaya Sunder,Heer Bhat
D0466,High,P1,API throws 400 for valid request payload due to schema mismatch.,Voluptate perspiciatis doloribus nemo laboriosam odit.,Closed,2025-04-18,2025-04-19,API Timeout,2,Account Ledger,Kaira Sharma,Lakshit Walla
D0467,Critical,P1,Memory leak in session handling of UPI requests.,Sapiente odit commodi fugit.,Closed,2025-03-28,2025-03-30,Race Condition,1,Transaction History,Kimaya Sunder,Heer Dass
D0468,High,P2,API throws 400 for valid request payload due to schema mismatch.,Ea hic maxime architecto libero enim.,Closed,2025-02-15,2025-02-16,Null Pointer,3,UPI Service,Lagan Rattan,Lavanya Hans
D0469,Low,P4,Memory leak in session handling of UPI requests.,Alias velit laudantium culpa laborum cupiditate.,Closed,2023-12-16,2023-12-17,API Timeout,1,Authentication Gateway,Hazel Kalla,Shayak Hegde
D0470,High,P3,Array index out of bounds in bill payment validation flow.,Vitae exercitationem perspiciatis sed non nulla.,Closed,2023-12-27,2023-12-28,Bad Request Handling,3,Bill Payments,Farhan Ganguly,Manjari Kala
D0471,Medium,P3,Concurrency issue during interest computation.,Temporibus soluta asperiores.,Closed,2023-07-06,2023-07-08,Memory Leak,3,Authentication Gateway,Mannat Sharma,Tushar Khare
D0472,Low,P1,API throws 400 for valid request payload due to schema mismatch.,Reiciendis quam reiciendis suscipit repudiandae quisquam fugit temporibus.,Closed,2024-12-20,2024-12-21,Bad Request Handling,1,Account Ledger,Aaryahi Som,Ayesha Ram
D0473,Medium,P4,Array index out of bounds in bill payment validation flow.,Optio quisquam porro perspiciatis perferendis necessitatibus.,Closed,2025-05-20,2025-05-22,Null Pointer,0,Authentication Gateway,Elakshi Luthra,Gokul Manne
D0474,Low,P4,Incorrect balance calculation after mini-statement fetch.,Ea ipsam iure esse corrupti perferendis earum.,In Progress,2024-04-14,2024-06-06,Race Condition,2,Bill Payments,Kaira Sharma,Lakshit Walla
D0475,Medium,P1,Concurrency issue during interest computation.,Harum facilis asperiores culpa.,In Progress,2023-07-07,2023-08-20,Null Pointer,0,Transaction History,Tarini Dass,Lakshit Walla
D0476,Low,P3,Array index out of bounds in bill payment validation flow.,Aliquid autem tempore laboriosam.,Closed,2025-02-18,2025-02-20,Incorrect Business Logic,1,Account Ledger,Elakshi Luthra,Manjari Tailor
D0477,Critical,P4,Transaction fails intermittently due to race condition in concurrent hashmap.,A minima vitae iste facere adipisci officia.,Open,2024-10-30,2024-11-13,Bad Request Handling,2,Account Ledger,Kaira Sharma,Kartik Barman
D0478,Low,P2,Array index out of bounds in bill payment validation flow.,Quidem molestias aspernatur id.,Closed,2023-09-24,2023-09-26,Null Pointer,0,Account Ledger,Indrans Chadha,Shayak Hegde
D0479,Medium,P1,Concurrency issue during interest computation.,Sequi corporis quod earum dolores.,Closed,2023-10-01,2023-10-03,Memory Leak,2,UPI Service,Tarini Dass,Samarth Sanghvi
D0480,Critical,P4,Array index out of bounds in bill payment validation flow.,Exercitationem atque debitis quia dicta aspernatur.,Closed,2024-04-28,2024-04-30,Memory Leak,2,Authentication Gateway,Tarini Dass,Alisha Batra
D0481,High,P1,Incorrect balance calculation after mini-statement fetch.,Officiis magnam fugiat commodi vero enim culpa culpa.,Closed,2023-12-05,2023-12-06,API Timeout,3,UPI Service,Krish Solanki,Samarth Sanghvi
D0482,Low,P1,Timeout during KYC check API call.,Consequuntur rerum ab.,Closed,2025-04-15,2025-04-16,Null Pointer,3,Transaction History,Hazel Kalla,Shayak Hegde
D0483,High,P4,Timeout during KYC check API call.,Omnis quos quos repellat.,Closed,2023-12-21,2023-12-23,Bad Request Handling,3,Transaction History,Aaryahi Som,Gokul Manne
D0484,Low,P4,NullPointerException when calling balance check endpoint.,Laborum facere omnis ipsum optio atque placeat error.,Closed,2025-03-15,2025-03-16,Bad Request Handling,1,Account Ledger,Elakshi Luthra,Vidur Sura
D0485,Medium,P3,API throws 400 for valid request payload due to schema mismatch.,Consectetur unde ex alias voluptates.,Closed,2025-05-31,2025-06-01,Incorrect Business Logic,2,UPI Service,Tarini Mann,Ayesha Ram
D0486,Critical,P3,Incorrect balance calculation after mini-statement fetch.,Fugit explicabo facilis provident nesciunt expedita at.,In Progress,2025-01-15,2025-03-14,Bad Request Handling,1,Authentication Gateway,Hazel Kalla,Lakshit Walla
D0487,Low,P2,Incorrect balance calculation after mini-statement fetch.,Nemo dolores soluta libero architecto quo.,Closed,2024-04-17,2024-04-19,Incorrect Business Logic,0,UPI Service,Tarini Mann,Tiya Grover
D0488,Low,P2,API throws 400 for valid request payload due to schema mismatch.,Similique quasi sit eveniet velit perspiciatis.,Closed,2024-11-03,2024-11-05,Race Condition,1,Account Ledger,Lagan Rattan,Shayak Hegde
D0489,Medium,P1,Date parsing issue causes crash in EMI module.,Sed dolorum accusamus.,Closed,2023-11-10,2023-11-12,Incorrect Business Logic,3,Transaction History,Aniruddh Bhatnagar,Elakshi Kaur
D0490,Low,P2,Memory leak in session handling of UPI requests.,Soluta quidem in.,In Progress,2025-01-07,2025-02-10,API Timeout,1,Loan Processing,Elakshi Shukla,Kartik Barman
D0491,Low,P2,Amount field not formatted correctly in transaction history export.,At eos expedita dignissimos libero debitis.,Closed,2024-05-01,2024-05-02,Bad Request Handling,2,UPI Service,Urvi Dasgupta,Vidur Sura
D0492,Critical,P1,Date parsing issue causes crash in EMI module.,Corporis distinctio assumenda autem quos.,Closed,2023-09-03,2023-09-04,Incorrect Business Logic,3,Authentication Gateway,Hrishita Dar,Bhamini Kakar
D0493,Medium,P3,Transaction fails intermittently due to race condition in concurrent hashmap.,Enim velit officia impedit sapiente atque amet.,Closed,2023-09-15,2023-09-16,API Timeout,1,Loan Processing,Hridaan Guha,Ivan Gandhi
D0494,Critical,P3,Timeout during KYC check API call.,Expedita illum repellat commodi aliquid laborum.,Closed,2024-04-09,2024-04-11,Memory Leak,0,Bill Payments,Aniruddh Bhatnagar,Gokul Manne
D0495,Critical,P4,NullPointerException when calling balance check endpoint.,Maiores possimus cum voluptatem quos.,Closed,2025-04-12,2025-04-13,Null Pointer,0,UPI Service,Farhan Ganguly,Heer Dass
D0496,Critical,P2,Incorrect balance calculation after mini-statement fetch.,Odio nostrum et aliquid.,Closed,2024-04-13,2024-04-15,Bad Request Handling,1,Transaction History,Ivan Kakar,Kashvi Verma
D0497,High,P4,Amount field not formatted correctly in transaction history export.,Pariatur corrupti fuga dolore in.,Closed,2025-05-26,2025-05-28,Bad Request Handling,3,Account Ledger,Divyansh Dubey,Shayak Hegde
D0498,Medium,P1,Incorrect balance calculation after mini-statement fetch.,Mollitia sequi quas.,Closed,2024-04-01,2024-04-03,Null Pointer,2,Authentication Gateway,Urvi Dasgupta,Bhamini Kakar
D0499,Medium,P1,Transaction fails intermittently due to race condition in concurrent hashmap.,Dicta tempore illo reprehenderit id.,Closed,2023-08-24,2023-08-25,Memory Leak,1,Authentication Gateway,Tarini Mann,Shayak Hegde
D0500,Low,P4,Incorrect balance calculation after mini-statement fetch.,Quis sit quisquam dignissimos nulla distinctio vel.,Closed,2023-12-14,2023-12-16,Bad Request Handling,3,Loan Processing,Navya Dhaliwal,Heer Bhat
